ncbi_id	Size	GC	Not_ACGT	seq_id_version	seq_desc	seq_type	seq_base	Release_Date	Species	Genus	Family	Sequence_Type	Nuc_Completeness	Genotype	Segment	Authors	Publications	Geo_Location	Host	Isolation_Source	Collection_Date	BioSample	GenBank_Title
AY357076	29745	40.76	0	AY357076.1	"SARS coronavirus PUMC03, complete genome"	linear	RNA	2003-11-17T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Zou,K., Zhu,H., Ding,K., Wang,Z., Liu,Y., Wang,T., Yang,J., Wei,G., Zhou,X., Zhang,W., Yu,Z., Qin,C., Liu,X., Shen,Y., Ni,A., Qiang,B."							"SARS coronavirus PUMC03, complete genome"
AY362698	29727	40.79	0	AY362698.1	"SARS coronavirus TWC2, complete genome"	linear	RNA	2003-08-13T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yang,J.-Y., Lin,J.-h., Chiu,S.-C., Wang,S.-F., Lee,H.-C., Lin,Y.-C., Yao,C.-W., Chiueh,T.-S., Lu,J.-J., Chen,A., Hsu,C.-K., Chen,H.-Y., Chen,P.-J., Su,I.-J."							"SARS coronavirus TWC2, complete genome"
AY362699	29727	40.8	0	AY362699.1	"SARS coronavirus TWC3, complete genome"	linear	RNA	2003-08-13T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yang,J.-Y., Lin,J.-h., Chiu,S.-C., Wang,S.-F., Lee,H.-C., Lin,Y.-C., Hsu,C.-K., Chen,H.-Y., Chen,P.-J., Su,I.-J."							"SARS coronavirus TWC3, complete genome"
AY390556	29760	40.81	0	AY390556.1	"SARS coronavirus GZ02, complete genome"	linear	RNA	2004-01-31T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Zhou,X., Hou,J., He,M., Ding,Y., Wang,Z., Li,J., Liu,Z., Ma,S., Zhang,K., Pan,W., Zhang,J., He,J., Wang,Y., Xu,Y., Wang,X."		China: Guangzhou					"SARS coronavirus GZ02, complete genome"
AY391777	30738	36.8	0	AY391777.1	"Human coronavirus OC43, complete genome"	linear	RNA	2003-10-22T00:00:00Z	Betacoronavirus 1	Betacoronavirus	Coronaviridae	GenBank	complete			"Vijgen,L., Keyaerts,E., Moes,E., Thoelen,I., Wollants,E., Lemey,P., Vandamme,A.M., Van Ranst,M., Vandamme,A."	15650185						"Human coronavirus OC43, complete genome"
AY394850	29728	40.8	0	AY394850.2	"SARS coronavirus WHU, complete genome"	linear	RNA	2003-09-30T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yan,H., Xiao,G., Zhang,J., Hu,Y., Yuan,F., Cole,D.K., Zheng,C., Gao,G.F., Zhu,Y., Liu,M., Zhao,W., Zhang,X., Wang,K., Gu,C., Wu,K., Li,Y., Guo,D., Tien,P., Wu,J."	"15170624, 15744567"						"SARS coronavirus WHU, complete genome"
AY394978	29640	40.78	0	AY394978.1	"SARS coronavirus GZ-B, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus GZ-B, complete genome"
AY394979	29645	40.77	0	AY394979.1	"SARS coronavirus GZ-C, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus GZ-C, complete genome"
AY394983	29699	40.77	0	AY394983.1	"SARS coronavirus HSZ2-A, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HSZ2-A, complete genome"
AY394985	29530	40.75	0	AY394985.1	"SARS coronavirus HSZ-Bb, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HSZ-Bb, complete genome"
AY394986	29729	40.77	0	AY394986.1	"SARS coronavirus HSZ-Cb, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HSZ-Cb, complete genome"
AY394987	29709	40.76	0	AY394987.1	"SARS coronavirus HZS2-Fb, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HZS2-Fb, complete genome"
AY394989	29736	40.78	0	AY394989.1	"SARS coronavirus HZS2-D, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HZS2-D, complete genome"
AY394990	29736	40.78	0	AY394990.1	"SARS coronavirus HZS2-E, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HZS2-E, complete genome"
AY394991	29736	40.77	0	AY394991.1	"SARS coronavirus HZS2-Fc, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HZS2-Fc, complete genome"
AY394992	29736	40.77	0	AY394992.1	"SARS coronavirus HZS2-C, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HZS2-C, complete genome"
AY394993	29736	40.78	0	AY394993.1	"SARS coronavirus HGZ8L2, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HGZ8L2, complete genome"
AY394994	29765	40.79	0	AY394994.1	"SARS coronavirus HSZ-Bc, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HSZ-Bc, complete genome"
AY394995	29765	40.78	0	AY394995.1	"SARS coronavirus HSZ-Cc, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus HSZ-Cc, complete genome"
AY394996	29683	40.78	0	AY394996.1	"SARS coronavirus ZS-B, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus ZS-B, complete genome"
AY394997	29683	40.78	0	AY394997.1	"SARS coronavirus ZS-A, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus ZS-A, complete genome"
AY394998	29736	40.78	0	AY394998.1	"SARS coronavirus LC1, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus LC1, complete genome"
AY394999	29350	40.78	0	AY394999.1	"SARS coronavirus LC2, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus LC2, complete genome"
AY395000	29350	40.79	0	AY395000.1	"SARS coronavirus LC3, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus LC3, complete genome"
AY395001	29350	40.79	0	AY395001.1	"SARS coronavirus LC4, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus LC4, complete genome"
AY395002	29350	40.78	0	AY395002.1	"SARS coronavirus LC5, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus LC5, complete genome"
AY395003	29647	40.77	0	AY395003.1	"SARS coronavirus ZS-C, complete genome"	linear	RNA	2004-01-29T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete										"SARS coronavirus ZS-C, complete genome"
AY427439	29711	40.8	0	AY427439.1	"SARS coronavirus AS, complete genome"	linear	RNA	2003-10-13T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Balotta,C., Corvasce,S., Violin,M., Galli,M., Moroni,M., Vigevani,G.M., Ruan,Y.J., Salemi,M."				oronasopharynx			"SARS coronavirus AS, complete genome"
AY461660	29715	40.78	0	AY461660.1	"SARS coronavirus SoD, complete genome"	linear	RNA	2003-11-23T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Onishchenko,G.G., Govorun,V.M., Sergienko,V.I., Akopian,T.A., Momynaliev,K.T., Vereshchagin,V.A., Lazarev,V.N., Karpov,V.A., Vasiliev,N.T., Markov,V.I., Merkulov,V.A., Maksimov,V.A., Melnikov,V.A., Lopukhin,Y.M."		Russia					"SARS coronavirus SoD, complete genome"
AY463059	29592	40.89	3	AY463059.1	"SARS coronavirus ShanghaiQXC1, complete genome"	linear	RNA	2004-01-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yuan,Z., Zhang,X., Hu,Y., Lan,S., Zhou,Z., Wang,H., Wen,Y."							"SARS coronavirus ShanghaiQXC1, complete genome"
AY463060	29013	40.91	3	AY463060.1	"SARS coronavirus ShanghaiQXC2, complete genome"	linear	RNA	2004-01-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yuan,Z., Zhang,X., Hu,Y., Lan,S., Zhou,Z., Wang,H., Wen,Y."							"SARS coronavirus ShanghaiQXC2, complete genome"
AY485277	29741	40.78	0	AY485277.1	"SARS coronavirus Sino1-11, complete genome"	linear	RNA	2003-11-30T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Zhang,J., Liu,Y., Hu,L., Gao,Q., Zhang,Z., Zhang,X., Chen,J., Gong,X., Song,L., Li,J., Li,S., Huang,J., Ning,Y., Gao,H., Qin,C., Dong,X., Wei,J., Dong,G., Yin,W., Jin,W.W., Feng,J.D., Du,Z.L., Hu,L.X., Liu,Y.X., Liu,Y.F., Zhang,X.M., Zhang,J.S., Li,N., Yin,W.D."	16269206						"SARS coronavirus Sino1-11, complete genome"
AY485278	29740	40.78	0	AY485278.1	"SARS coronavirus Sino3-11, complete genome"	linear	RNA	2003-11-30T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Zhang,J., Liu,Y., Hu,L., Gao,Q., Zhang,Z., Zhang,X., Chen,J., Gong,X., Song,L., Li,J., Li,S., Huang,J., Ning,Y., Gao,H., Qin,C., Dong,X., Wei,J., Dong,G., Yin,W., Jin,W.W., Feng,J.D., Du,Z.L., Hu,L.X., Liu,Y.X., Liu,Y.F., Zhang,X.M., Zhang,J.S., Li,N., Yin,W.D."	16269206						"SARS coronavirus Sino3-11, complete genome"
AY502923	29729	40.79	0	AY502923.1	"SARS coronavirus TW10, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW10, complete genome"
AY502924	29727	40.78	3	AY502924.1	"SARS coronavirus TW11, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW11, complete genome"
AY502925	29729	40.8	0	AY502925.1	"SARS coronavirus TW2, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW2, complete genome"
AY502926	29729	40.79	2	AY502926.1	"SARS coronavirus TW3, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW3, complete genome"
AY502927	29729	40.79	2	AY502927.1	"SARS coronavirus TW4, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW4, complete genome"
AY502928	29729	40.8	0	AY502928.1	"SARS coronavirus TW5, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW5, complete genome"
AY502929	29729	40.8	0	AY502929.1	"SARS coronavirus TW6, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW6, complete genome"
AY502930	29729	40.79	0	AY502930.1	"SARS coronavirus TW7, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW7, complete genome"
AY502931	29729	40.79	1	AY502931.1	"SARS coronavirus TW8, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW8, complete genome"
AY502932	29729	40.79	1	AY502932.1	"SARS coronavirus TW9, complete genome"	linear	RNA	2004-01-07T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yeh,S.H., Wang,H.Y., Tsai,C.Y., Kao,C.L., Yang,J.Y., Liu,H.W., Su,I.J., Tsai,S.F., Chen,D.S., Chen,P.J., Yeh,S.-H., Wang,H.-Y., Tsai,C.-Y., Kao,C.-L., Yang,J.-Y., Liu,H.-W., Su,I.-J., Tsai,S.-F., Chen,D.-S., Chen,P.-J."	14983045	Taiwan					"SARS coronavirus TW9, complete genome"
AY508724	29732	40.79	0	AY508724.1	"SARS coronavirus NS-1, complete genome"	linear	RNA	2004-01-17T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Zheng,H., Wei,C., Ding,R., Wang,W., Li,W., Wang,J., Tao,W., Yu,X., Guo,H., Chen,J., Wei,W., Li,J., Zhang,Y., Wang,X., Sun,Y., Jiao,J., Wang,Y., Zhou,C."							"SARS coronavirus NS-1, complete genome"
AY514485	27693	38.11	1	AY514485.1	"Infectious bronchitis virus serotype California 99, complete genome"	linear	RNA	2004-01-31T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	California 99		"Mondal,S.P., Cardona,C.J."	"15183070, 16927130"	USA					"Infectious bronchitis virus serotype California 99, complete genome"
AY515512	29731	40.87	0	AY515512.1	"SARS coronavirus HC/SZ/61/03, complete genome"	linear	RNA	2005-01-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Yi,G."		China	Paguma larvata				"SARS coronavirus HC/SZ/61/03, complete genome"
AY518894	27555	34.41	1	AY518894.1	"Human group 1 coronavirus associated with pneumonia, complete genome"	linear	RNA	2004-04-16T00:00:00Z	Human coronavirus NL63	Alphacoronavirus	Coronaviridae	GenBank	complete			"Fouchier,R.A., Hartwig,N.G., Bestebroer,T.M., Niemeyer,B., de Jong,J.C., Simon,J.H., Osterhaus,A.D., Fouchier,R.A.M., Osterhaus,A.D.M.E."	15073334	Netherlands					"Human group 1 coronavirus associated with pneumonia, complete genome"
AY545914	29723	40.86	0	AY545914.1	"SARS coronavirus isolate HC/SZ/79/03, complete genome"	linear	RNA	2005-03-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Guan,Y."		China: Shenzhen					"SARS coronavirus isolate HC/SZ/79/03, complete genome"
AY545915	29714	40.86	201	AY545915.1	"SARS coronavirus isolate HC/SZ/DM1/03, complete genome"	linear	RNA	2005-03-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Guan,Y."		China					"SARS coronavirus isolate HC/SZ/DM1/03, complete genome"
AY545916	29721	40.85	0	AY545916.1	"SARS coronavirus isolate HC/SZ/266/03, complete genome"	linear	RNA	2005-03-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Guan,Y."		China					"SARS coronavirus isolate HC/SZ/266/03, complete genome"
AY545917	29739	40.82	0	AY545917.1	"SARS coronavirus isolate HC/GZ/81/03, complete genome"	linear	RNA	2005-03-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Guan,Y."		China					"SARS coronavirus isolate HC/GZ/81/03, complete genome"
AY545918	29737	40.85	0	AY545918.1	"SARS coronavirus isolate HC/GZ/32/03, complete genome"	linear	RNA	2005-03-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Guan,Y."		China					"SARS coronavirus isolate HC/GZ/32/03, complete genome"
AY545919	29739	40.87	0	AY545919.1	"SARS coronavirus isolate CFB/SZ/94/03, complete genome"	linear	RNA	2005-03-01T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Guan,Y."		China					"SARS coronavirus isolate CFB/SZ/94/03, complete genome"
AY559081	29716	40.8	0	AY559081.1	"SARS coronavirus Sin842, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin842, complete genome"
AY559082	29670	40.79	0	AY559082.1	"SARS coronavirus Sin852, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin852, complete genome"
AY559083	29767	40.79	264	AY559083.1	"SARS coronavirus Sin3408, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin3408, complete genome"
AY559084	29722	40.79	0	AY559084.1	"SARS coronavirus Sin3765V, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin3765V, complete genome"
AY559085	29713	40.8	0	AY559085.1	"SARS coronavirus Sin848, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin848, complete genome"
AY559086	29661	40.81	0	AY559086.1	"SARS coronavirus Sin849, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin849, complete genome"
AY559087	29716	40.79	5	AY559087.1	"SARS coronavirus Sin3725V, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus Sin3725V, complete genome"
AY559088	29714	40.79	1	AY559088.1	"SARS coronavirus SinP1, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus SinP1, complete genome"
AY559089	29717	40.78	32	AY559089.1	"SARS coronavirus SinP2, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus SinP2, complete genome"
AY559090	29725	40.79	1	AY559090.1	"SARS coronavirus SinP3, complete genome"	linear	RNA	2004-03-28T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Vega,V.B., Ruan,Y., Liu,J., Lee,W.H., Wei,C.L., Se-Thoe,S.Y., Tang,K.F., Zhang,T., Kolatkar,P.R., Ooi,E.E., Ling,A.E., Stanton,L.W., Long,P.M., Liu,E.T., Se Thoe,S.Y., Lin,S., Kolatkor,P., Ee,L.A."	15347429	Singapore					"SARS coronavirus SinP3, complete genome"
